"ID","Name","Phone Number","Message","Date Time","Received","Sent","Status",
"511","QP-VCNOWA ","QP-VCNOWA ","-","-","-","-","-",
"1667021531545",,,"Received","2022-10-29 11:02:11","IIM Calcutta announces admissions open for 1 Year Advanced Programme in Data Sciences. IIM Calcutta is uniquely placed to train the next generation of data scientists with business and management acumen. APDS is superior to any online course with comprehensive coverage.Speak to Academic Advisor on 7428290710 or bit.ly/3StowZP - Team VCNow.",,,
